Unique id	Gene symbol	GeneBank accession	P-value (BRCA1 pools vs BRCA2 vs BRCAX pools)	P-value (Treated vs non-treated BRCA1/2/X pools)	P-value (Treated vs non-treated healthy control pools)
830148	YY1AP1	NM_139121.1	NS	0.0026432	NS
6860068	SLC16A11	NM_153357.1	NS	0.0026581	NS
770221	MT1G	NM_005950.1	NS	0.002664	NS
7000343	RBPSUH	NM_203284.1	NS	0.002669	NS
4490209	C13orf7	NM_024546.2	NS	0.0026744	NS
7100026	GPR92	NM_020400.4	NS	0.0026761	NS
6650470	KLHL21	NM_014851.2	NS	0.0026793	NS
670468	STRAP	NM_007178.2	NS	0.00268	NS
1820014	ASPSCR1	NM_024083.2	NS	0.0026801	NS
5550128	LOC349236	NM_182635.1	NS	0.0026842	NS
1190196	NFKBIB	NM_002503.3	NS	0.0026918	NS
2640161	CLMN	NM_024734.2	NS	0.0026938	NS
2940224	APH1A	NM_016022.1	NS	0.002696	NS
430037	DLAT	NM_001931.2	NS	0.0026962	NS
5360082	CSRP2	NM_001321.1	NS	0.0026967	NS
4250438	C6orf57	NM_145267.2	NS	0.0026984	NS
6580563	FLJ21945	NM_025203.1	NS	0.0027023	NS
3520634	CSTF1	NM_001033521.1	NS	0.0027033	NS
1820088	PIGL	NM_004278.2	NS	0.0027118	NS
7160753	PFN2	NM_053024.2	NS	0.0027126	NS
2490243	ARF4	NM_001660.2	NS	0.0027193	NS
2000450	LSP1	NM_001013254.1	NS	0.0027206	NS
4590095	C12orf43	NM_022895.1	NS	0.002723	NS
4230050	GSS	NM_000178.2	NS	0.0027276	NS
3060670	FOXA3	NM_004497.2	NS	0.0027444	NS
5820315	HDHD1A	NM_012080.3	NS	0.0027499	NS
6940008	GATAD2A	NM_017660.2	NS	0.0027558	NS
4040095	TRIM5	NM_033092.1	NS	0.002758	NS
4280661	SEL1L	NM_005065.3	NS	0.0027627	NS
5050497	C2orf34	NM_024766.1	NS	0.0027655	NS
10477	LOC90355	NM_033211.2	NS	0.0027668	NS
5820634	SLC25A23	NM_024103.2	NS	0.0027741	NS
7610736	RPP25	NM_017793.1	NS	0.0027803	NS
430215	YPEL2	NM_001005404.3	NS	0.0027986	NS
7210360	FAM51A1	NM_017856.1	NS	0.002802	NS
7330730	TSPYL5	NM_033512.2	NS	0.0028109	NS
5720576	ST6GALNAC4	NM_175040.1	NS	0.002824	NS
2060482	SLC16A5	NM_004695.2	NS	0.0028243	NS
3990647	CLK3	NM_003992.1	NS	0.0028294	NS
5490537	GPR30	NM_001505.1	NS	0.0028411	NS
4540615	CTSB	NM_001908.3	NS	0.0028433	NS
5960747	ELP4	NM_019040.2	NS	0.0028465	NS
6270092	DTL	NM_016448.1	NS	0.0028648	NS
160152	TRADD	NM_003789.2	NS	0.0028758	NS
50176	DNAJA2	NM_005880.2	NS	0.0028799	NS
1990477	PHLPPL	NM_015020.2	NS	0.0028954	NS
4260338	SYNGR1	NM_145738.1	NS	0.0029	NS
1690044	NTRK2	NM_001007097.1	NS	0.0029018	NS
2600215	D4S234E	NM_014392.2	NS	0.0029138	NS
4040632	OAS1	NM_002534.2	NS	0.0029213	NS
130524	C6orf130	NM_145063.2	NS	0.002927	NS
6280154	IL10RB	NM_000628.3	NS	0.002927	NS
3190711	SPRY1	NM_005841.1	NS	0.0029305	NS
380563	SCLY	NM_016510.3	NS	0.0029334	NS
5910474	PPID	NM_005038.2	NS	0.0029334	NS
6520482	CXorf12	NM_003492.1	NS	0.0029357	NS
1300114	LIG3	NM_002311.3	NS	0.0029443	NS
770338	ETV4	NM_001986.1	NS	0.0029474	NS
4590356	TUBB	NM_001069.1	NS	0.002948	NS
4590554	CORO2A	NM_052820.2	NS	0.0029488	NS
3190470	C10orf104	NM_173473.2	NS	0.0029495	NS
4050189	CRYL1	NM_015974.1	NS	0.0029523	NS
6020634	FLJ14768	NM_032836.1	NS	0.0029526	NS
6770292	ZNF30	NM_194325.1	NS	0.0029597	NS
110114	KIAA1279	NM_015634.2	NS	0.0029609	NS
6980685	CAMK1D	NM_153498.2	NS	0.0029676	NS
5560128	PPP1R13L	NM_006663.2	NS	0.0029887	NS
4290291	LRRC29	NM_012163.2	NS	0.002989	NS
160128	RHOH	NM_004310.2	NS	0.0029957	NS
5560500	TRPT1	NM_031472.2	NS	0.0030134	NS
2480072	LOC81691	NM_030941.1	NS	0.003015	NS
1570280	TGM2	NM_198951.1	NS	0.0030204	NS
6980092	RNF24	NM_007219.2	NS	0.0030233	NS
6130594	PLAUR	NM_001005376.1	NS	0.0030389	NS
4280577	SLC20A2	NM_006749.3	NS	0.0030421	NS
3940379	SLC30A7	NM_133496.3	NS	0.0030514	NS
4390468	FAM102B	NM_001010883.1	NS	0.0030524	NS
4260082	KIAA0179	NM_015056.1	NS	0.0030553	NS
6130754	CXCR4	NM_001008540.1	NS	0.0030643	NS
1570349	KIF5B	NM_004521.1	NS	0.003067	NS
4540162	CDKN2C	NM_001262.2	NS	0.0030743	NS
5290358	TRAF2	NM_021138.3	NS	0.0030788	NS
5810026	ZNF271	NM_006629.3	NS	0.003086	NS
10746	MUS81	NM_025128.3	NS	0.0030866	NS
3800482	CDK5RAP2	NM_001011649.1	NS	0.0030998	NS
6130722	CABP4	NM_145200.2	NS	0.0031028	NS
520079	INPP1	NM_002194.2	NS	0.0031062	NS
1690594	FLJ30655	NM_144643.1	NS	0.0031079	NS
2140376	TUBGCP3	NM_006322.3	NS	0.0031083	NS
3360592	CXorf15	NM_018360.1	NS	0.0031097	NS
2120463	POLR1B	NM_019014.3	NS	0.0031124	NS
1110575	ABLIM1	NM_006720.3	NS	0.0031137	NS
4490324	QTRTD1	NM_024638.2	NS	0.0031299	NS
3850577	TGFB1	NM_000660.3	NS	0.0031338	NS
6200408	LOC400986	NM_001010914.1	NS	0.0031385	NS
2900592	RTN4	NM_007008.2	NS	0.0031413	NS
7320400	KRT24	NM_019016.1	NS	0.0031425	NS
4810364	DENND2D	NM_024901.3	NS	0.0031582	NS
3800181	TP53RK	NM_033550.3	NS	0.0031733	NS
730747	MCTP1	NM_001002796.1	NS	0.0031936	NS
1230538	NCF1	NM_000265.1	NS	0.0031941	NS
5810600	RWDD4A	NM_152682.1	NS	0.0032059	NS
1440133	KLF9	NM_001206.2	NS	0.0032078	NS
6200095	COL5A1	NM_000093.2	NS	0.0032145	NS
4670398	GGPS1	NM_004837.2	NS	0.003217	NS
4880112	TAF6L	NM_006473.2	NS	0.0032262	NS
1030348	ETV3	NM_005240.1	NS	0.0032351	NS
2760059	PARP15	NM_152615.1	NS	0.0032368	NS
5130138	TM7SF3	NM_016551.1	NS	0.0032381	NS
1980692	GIMAP1	NM_130759.2	NS	0.0032453	NS
3130180	SMNDC1	NM_005871.2	NS	0.0032532	NS
6020592	FLJ13273	NM_001031720.1	NS	0.0032653	NS
2810095	TTLL5	NM_015072.3	NS	0.0032668	NS
4890678	C16orf52	NM_173501.1	NS	0.0032834	NS
4830215	GLT25D1	NM_024656.2	NS	0.0032968	NS
2690161	HIP2	NM_005339.3	NS	0.0032974	NS
7320102	LOC158830	NM_001025265.1	NS	0.0033064	NS
6860364	GLT8D1	NM_152932.1	NS	0.0033075	NS
3400209	CCDC66	NM_001012506.1	NS	0.0033089	NS
2710446	PTRF	NM_012232.2	NS	0.0033147	NS
1570010	RGL1	NM_015149.2	NS	0.003321	NS
2600142	TESK2	NM_007170.1	NS	0.003331	NS
20674	GPSM2	NM_013296.3	NS	0.0033356	NS
7610441	ZNF175	NM_007147.2	NS	0.0033419	NS
6760017	BRPF3	NM_015695.1	NS	0.0033467	NS
5390102	RPRM	NM_019845.2	NS	0.0033497	NS
840537	PDGFRB	NM_002609.3	NS	0.0033536	NS
6020543	AMZ2	NM_016627.4	NS	0.003354	NS
940435	ASB9	NM_024087.1	NS	0.0033582	NS
2070168	OSTF1	NM_012383.3	NS	0.0033689	NS
4290360	CNOT1	NM_206999.1	NS	0.0033722	NS
6960669	RAB33A	NM_004794.2	NS	0.0033796	NS
5960014	C1orf166	NM_024544.1	NS	0.0033893	NS
380019	SEPHS1	NM_012247.3	NS	0.0033915	NS
6100221	NEUROG1	NM_006161.2	NS	0.0033939	NS
1470669	ANKRD33	NM_182608.2	NS	0.0034034	NS
7380594	KIAA0564	NM_015058.1	NS	0.0034034	NS
3850497	PWP1	NM_007062.1	NS	0.0034041	NS
1660373	NIPBL	NM_133433.2	NS	0.0034101	NS
730672	THOC1	NM_005131.1	NS	0.0034152	NS
840367	REXO4	NM_020385.2	NS	0.0034299	NS
6250376	PRKAB2	NM_005399.3	NS	0.0034332	NS
2100221	ALKBH5	NM_017758.2	NS	0.0034473	NS
3780743	C15orf5	NM_030944.1	NS	0.0034494	NS
3840309	SLC25A16	NM_152707.2	NS	0.0034526	NS
1690097	WDR60	NM_018051.2	NS	0.0034543	NS
6370187	ENTH	NM_014666.2	NS	0.0034561	NS
4210376	ACTR6	NM_022496.2	NS	0.0034612	NS
7000079	USP38	NM_032557.4	NS	0.0034725	NS
60091	C1orf63	NM_020317.3	NS	0.0034726	NS
6580753	LIN7A	NM_004664.2	NS	0.0034872	NS
6580162	EFEMP2	NM_016938.1	NS	0.0034914	NS
4540438	CHMP6	NM_024591.3	NS	0.0035042	NS
7400519	ARRDC3	NM_020801.1	NS	0.0035101	NS
1400753	DNAJB6	NM_058246.3	NS	0.0035104	NS
1450538	CCDC41	NM_016122.1	NS	0.00352	NS
6280575	DNAJA3	NM_005147.3	NS	0.0035249	NS
1230068	TNFAIP8L3	NM_207381.2	NS	0.0035251	NS
2750528	C1orf24	NM_022083.1	NS	0.0035255	NS
6290369	SLC39A9	NM_018375.2	NS	0.003528	NS
940162	CARD4	NM_006092.1	NS	0.0035383	NS
6980487	SLC25A29	NM_152333.1	NS	0.0035461	NS
5820035	LMCD1	NM_014583.2	NS	0.0035516	NS
6840224	MYST1	NM_032188.1	NS	0.0035517	NS
2690079	VNN2	NM_078488.1	NS	0.0035551	NS
5720605	SNURF	NM_005678.3	NS	0.0035694	NS
5890520	DUS1L	NM_022156.3	NS	0.003583	NS
6900050	SMYD2	NM_020197.1	NS	0.0035839	NS
2480176	FADS1	NM_013402.3	NS	0.0035929	NS
7160059	C19orf28	NM_174983.2	NS	0.003593	NS
2750707	PSMD6	NM_014814.1	NS	0.0036042	NS
290561	RFNG	NM_002917.1	NS	0.003625	NS
360324	TSPAN17	NM_012171.1	NS	0.0036279	NS
1710369	CHN1	NM_001822.3	NS	0.0036378	NS
6450008	TMEM43	NM_024334.1	NS	0.0036454	NS
150215	KBTBD6	NM_152903.4	NS	0.0036472	NS
430382	UBE2G1	NM_182682.2	NS	0.0036538	NS
620280	ARNT	NM_001668.2	NS	0.0036598	NS
4880075	FLJ23584	NM_024588.3	NS	0.0036626	NS
2100379	PPP1R3C	NM_005398.3	NS	0.0036627	NS
4150441	SLC25A1	NM_005984.1	NS	0.0036638	NS
7200379	GEMIN5	NM_015465.1	NS	0.0036684	NS
3400019	MTHFD2L	NM_001004346.2	NS	0.0036908	NS
1170408	CYP51A1	NM_000786.2	NS	0.0036909	NS
5670739	RAB6B	NM_016577.2	NS	0.0037007	NS
2900170	ATF4	NM_001675.2	NS	0.0037059	NS
1780730	CUL4A	NM_003589.2	NS	0.003711	NS
60634	HSPA4L	NM_014278.2	NS	0.0037176	NS
2260551	FLJ22104	NM_022918.2	NS	0.0037232	NS
4260504	MGC45491	NM_153246.2	NS	0.0037232	NS
1770360	CCNB2	NM_004701.2	NS	0.0037366	NS
5290075	C10orf86	NM_017615.1	NS	0.0037408	NS
5220253	FAM98C	NM_174905.2	NS	0.0037546	NS
5560300	FLAD1	NM_025207.3	NS	0.0037643	NS
670450	DPH2	NM_001384.3	NS	0.0037788	NS
5820402	H2AFY	NM_138609.1	NS	0.00379	NS
2570162	CBX4	NM_003655.2	NS	0.0037928	NS
5270170	CHERP	NM_006387.4	NS	0.0038036	NS
4230019	C1orf112	NM_018186.2	NS	0.0038043	NS
3890180	C21orf69	NM_058189.1	NS	0.0038167	NS
5890039	FCGR2B	NM_004001.3	NS	0.0038177	NS
5900719	NOC2L	NM_015658.1	NS	0.003833	NS
2650753	UBE3C	NM_014671.1	NS	0.003845	NS
4050612	TNFRSF8	NM_001243.3	NS	0.0038521	NS
5720228	DHX30	NM_014966.2	NS	0.0038606	NS
6510717	USP30	NM_032663.2	NS	0.0038714	NS
540129	NOL8	NM_017948.4	NS	0.0038723	NS
4880347	AHSA2	NM_152392.1	NS	0.0038736	NS
5810471	FLJ11259	NM_018370.1	NS	0.0038742	NS
1690221	ADCK4	NM_024876.2	NS	0.0038869	NS
450022	KPNB1	NM_002265.4	NS	0.0039008	NS
6840367	ZWINT	NM_032997.2	NS	0.0039117	NS
3290292	PRMT3	NM_005788.1	NS	0.0039146	NS
2060746	GM2A	NM_000405.3	NS	0.0039209	NS
4760575	ATG16L1	NM_030803.5	NS	0.0039319	NS
6270240	SLBP	NM_006527.2	NS	0.0039366	NS
6840672	LOC92689	NM_138389.1	NS	0.0039542	NS
620504	PDE6B	NM_000283.1	NS	0.0039591	NS
6590703	GARS	NM_002047.1	NS	0.0039607	NS
2600440	KBTBD3	NM_198439.1	NS	0.0039646	NS
4560601	NAT9	NM_015654.3	NS	0.0039773	NS
4060180	BHLHB5	NM_152414.3	NS	0.0039812	NS
840379	SLC25A28	NM_031212.2	NS	0.0039835	NS
1820053	TASP1	NM_017714.1	NS	0.0039873	NS
7510427	PIK3CD	NM_005026.2	NS	0.0040029	NS
7330368	POLRMT	NM_005035.2	NS	0.0040034	NS
6980039	BTBD7	NM_018167.3	NS	0.0040121	NS
7050079	TRMU	NM_001008571.1	NS	0.0040178	NS
6650373	PHGDHL1	NM_177967.2	NS	0.0040297	NS
6370047	CCDC76	NM_019083.1	NS	0.0040322	NS
4120609	TRAF4	NM_004295.2	NS	0.0040376	NS
6590221	TMPO	NM_003276.1	NS	0.0040391	NS
1030767	ADM2	NM_024866.3	NS	0.0040496	NS
5720482	SUV420H1	NM_016028.4	NS	0.0040501	NS
2370180	FLJ12505	NM_024749.2	NS	0.0040632	NS
520021	LOC388272	NM_001001436.1	NS	0.0040694	NS
270021	RAB11FIP3	NM_014700.2	NS	0.0040804	NS
4890242	ANP32C	NM_012403.1	NS	0.0040816	NS
7610364	APOBEC3G	NM_021822.1	NS	0.0040829	NS
1090682	SARS	NM_006513.2	NS	0.004085	NS
6520170	DEDD2	NM_133328.2	NS	0.0040854	NS
6900133	LAMC2	NM_018891.1	NS	0.0040863	NS
110743	GTF2H2	NM_001515.2	NS	0.0040881	NS
2030452	DDX42	NM_007372.2	NS	0.0040907	NS
2340368	SNRPA	NM_004596.3	NS	0.0040924	NS
4040424	MYO18A	NM_203318.1	NS	0.0040992	NS
610603	PIGY	NM_032906.2	NS	0.0041075	NS
2370653	SUMF1	NM_182760.2	NS	0.004127	NS
5420577	ITGB2	NM_000211.1	NS	0.0041316	NS
7380228	PLEKHA4	NM_020904.1	NS	0.0041317	NS
3840451	BAIAP2L1	NM_018842.3	NS	0.0041534	NS
2650228	FLJ20699	NM_017931.1	NS	0.0041554	NS
4780010	PLXNA1	NM_032242.2	NS	0.0041561	NS
1450551	ZNF235	NM_004234.3	NS	0.0041818	NS
6200427	BRDG1	NM_012108.1	NS	0.0041857	NS
4860402	TMEM66	NM_016127.4	NS	0.0042102	NS
2490209	PPIL3	NM_032472.3	NS	0.004221	NS
670091	RSRC1	NM_016625.2	NS	0.0042404	NS
2900047	DARS2	NM_018122.3	NS	0.0042477	NS
2190192	CYorf15A	NM_001005852.1	NS	0.0042657	NS
7100474	SNX7	NM_152238.1	NS	0.0042658	NS
3120152	NSBP1	NM_030763.1	NS	0.0042728	NS
4850484	CCDC71	NM_022903.2	NS	0.0042731	NS
2510088	RANBP6	NM_012416.2	NS	0.0042782	NS
5870575	EIF2B5	NM_003907.1	NS	0.0042835	NS
5490671	HIATL1	NM_032558.1	NS	0.004288	NS
160739	GALR2	NM_003857.2	NS	0.0042914	NS
1050544	AKR7A2	NM_003689.2	NS	0.0042978	NS
2710452	DERA	NM_015954.1	NS	0.00431	NS
840520	PHF6	NM_032335.2	NS	0.0043169	NS
4150671	KPNA1	NM_002264.1	NS	0.004321	NS
1450037	C1orf105	NM_139240.2	NS	0.0043261	NS
1500053	KIAA0376	NM_015330.1	NS	0.0043312	NS
5900286	GPR68	NM_003485.3	NS	0.004344	NS
3870576	YIPF5	NM_030799.6	NS	0.0043534	NS
2000228	FLJ90709	NM_173514.1	NS	0.0043604	NS
1820424	DNAJC9	NM_015190.3	NS	0.0043627	NS
1230528	HSPH1	NM_006644.2	NS	0.0043685	NS
5690239	BCL11A	NM_138559.1	NS	0.0043702	NS
3940152	TSPAN31	NM_005981.3	NS	0.0043799	NS
2000468	C3orf18	NM_016210.2	NS	0.0043871	NS
10682	NRM	NM_007243.1	NS	0.0043971	NS
6560377	KPNA4	NM_002268.3	NS	0.004398	NS
5560196	WDR81	NM_152348.1	NS	0.0043984	NS
6250687	C1orf62	NM_152763.2	NS	0.0044031	NS
3840348	SAMD10	NM_080621.3	NS	0.004412	NS
3460097	SRI	NM_003130.2	NS	0.0044252	NS
1090730	KCR1	NM_001013620.1	NS	0.0044277	NS
5090201	KLHL20	NM_014458.3	NS	0.0044568	NS
2760215	MICA	NM_000247.1	NS	0.0044772	NS
4830537	C11orf17	NM_020642.2	NS	0.0044793	NS
4860037	HMGCS1	NM_002130.4	NS	0.0044972	NS
3850035	ARL15	NM_019087.1	NS	NS	0.0000634
3840347	ALDH1B1	NM_000692.3	NS	NS	0.0002283
2260044	XPA	NM_000380.2	NS	NS	0.0003538
3120196	YPEL1	NM_013313.3	NS	NS	0.0003674
450162	LOC91661	NM_138372.1	NS	NS	0.0003928
3180201	IFT122	NM_052985.1	NS	NS	0.0003946
7200753	GFAP	NM_002055.2	NS	NS	0.0004401
10289	EPM2A	NM_005670.3	NS	NS	0.0004748
2470224	POLR2K	NM_005034.3	NS	NS	0.0004812
380338	MRPS2	NM_016034.2	NS	NS	0.0005228
1090139	HSPC196	NM_016464.2	NS	NS	0.0005286
6200110	C6orf114	NM_033069.1	NS	NS	0.0007876
2850326	C9orf90	NM_197956.1	NS	NS	0.0007948
4610672		NM_138819.1	NS	NS	0.0008608
5670112	C21orf66	NM_013329.2	NS	NS	0.0010367
5360753	C6orf84	NM_014895.1	NS	NS	0.0010841
5570575	SLC13A4	NM_012450.2	NS	NS	0.0011008
1980112	KRTAP13-1	NM_181599.1	NS	NS	0.0011859
3450338	SMA4	NM_021652.1	NS	NS	0.0012258
20615	TTF1	NM_007344.2	NS	NS	0.0012338
20102	PCDHGA11	NM_032091.1	NS	NS	0.0013579
540608	GEFT	NM_182947.1	NS	NS	0.0014559
6110079	PRODH2	NM_021232.1	NS	NS	0.0014781
3800050	KIAA1737	NM_033426.2	NS	NS	0.0015274
3450433	RAET1E	NM_139165.1	NS	NS	0.0015413
2190524	TRIAD3	NM_019011.4	NS	NS	0.0016371
5860343	PET112L	NM_004564.1	NS	NS	0.0017108
2470110	JAKMIP1	NM_144720.2	NS	NS	0.0017613
160075	CDC25B	NM_021874.2	NS	NS	0.0017739
4480639	POPDC2	NM_022135.2	NS	NS	0.0018328
2000682	HSBP1	NM_001537.2	NS	NS	0.0020897
3990670	TSGA2	NM_080860.2	NS	NS	0.0021174
130682	FLJ40288	NM_173682.1	NS	NS	0.002163
7650441	FHL2	NM_001450.3	NS	NS	0.0022056
4070053	SETD4	NM_001007260.1	NS	NS	0.0022305
1090440	FVT1	NM_002035.1	NS	NS	0.0022461
1230039	PES1	NM_014303.2	NS	NS	0.0023006
7570446	FAM36A	NM_198076.4	NS	NS	0.0023883
7320162	OSM	NM_020530.3	NS	NS	0.0024561
6510725	SRM	NM_003132.2	NS	NS	0.0024626
1190021	C1orf92	NM_144702.1	NS	NS	0.0024673
2370136	TREX1	NM_033627.3	NS	NS	0.0025218
6330653	STK32B	NM_018401.1	NS	NS	0.0026753
4060725	ASCIZ	NM_015251.2	NS	NS	0.0027314
1050386	TUBA4	NM_025019.1	NS	NS	0.002734
1050528	CARD15	NM_022162.1	NS	NS	0.0027504
830615	PITX3	NM_005029.3	NS	NS	0.0027625
4480475	MARK1	NM_018650.2	NS	NS	0.0027989
4860746	TRIM7	NM_203296.1	NS	NS	0.0028442
4230463	PRO0149	NM_014117.2	NS	NS	0.0029271
6270746	OR51G1	NM_001005237.1	NS	NS	0.0029716
1300328	DKFZp451M2119	NM_182585.1	NS	NS	0.0030152
3390689	ANKRD28	NM_015199.2	NS	NS	0.0031548
2190093	LOC374920	NM_199341.1	NS	NS	0.0031712
4780390	MTUS1	NM_020749.3	NS	NS	0.0033287
4390687	TBC1D9	NM_015130.1	NS	NS	0.0033878
50309	ZNF41	NM_007130.1	NS	NS	0.0034014
2260102	NDN	NM_002487.2	NS	NS	0.0034126
5080100	HGF	NM_001010934.1	NS	NS	0.0034231
6040017	ORMDL2	NM_014182.3	NS	NS	0.0035506
6840646	USP37	NM_020935.1	NS	NS	0.0036377
5910450	NANOS1	NM_199461.2	NS	NS	0.0038469
2630446	LOC283487	NM_178514.3	NS	NS	0.0039257
2760064	DNAJC3	NM_006260.2	NS	NS	0.0040034
3370477	LPIN2	NM_014646.2	NS	NS	0.0040978
7380347	ALG3	NM_001006940.1	NS	NS	0.0041316
6200070	RTN4R	NM_023004.5	NS	NS	0.0041979
2900626	HN1	NM_016185.2	NS	NS	0.0042347
5310465	SRD5A2	NM_000348.2	NS	NS	0.0042503
780519	NOL10	NM_024894.1	NS	NS	0.0043582
3290326	SCRN1	NM_014766.2	NS	NS	0.004367
1440601	CDK5RAP1	NM_016408.2	NS	NS	0.0044125
4570747	TNN	NM_022093.1	NS	NS	0.0044497
7610722	DDX46	NM_014829.2	NS	NS	0.0045197
3140246	LOC88523	NM_033111.2	NS	NS	0.0045402
4220593	SEMA4C	NM_017789.3	NS	NS	0.0045533
4070066	CREB3L4	NM_130898.2	NS	NS	0.004563
3930440	MTF2	NM_007358.1	NS	NS	0.0046201
2510754	ABHD5	NM_016006.3	NS	NS	0.0046336
1030338	SPFH2	NM_007175.5	NS	NS	0.0046835
6860093	CPM	NM_001874.3	NS	NS	0.0047876
7560326	PSMD9	NM_002813.4	NS	NS	0.0049902
6960639	SLIT2	NM_004787.1	NS	NS	0.0050119
540095	INPP5F	NM_198330.1	NS	NS	0.0050989
4230253	MLL5	NM_018682.2	NS	NS	0.0051806
650446	CHAC1	NM_024111.2	NS	NS	0.0052233
5900184	HUS1B	NM_148959.2	NS	NS	0.0052301
110364	GPR174	NM_032553.1	NS	NS	0.0053862
2710239	LASS6	NM_203463.1	NS	NS	0.0054364
1030477	EPOR	NM_000121.2	NS	NS	0.0054451
3440368	MOCS3	NM_014484.3	NS	NS	0.0054501
7000039	ITGA2	NM_002203.2	NS	NS	0.0054576
4610273	C21orf127	NM_182749.1	NS	NS	0.0055387
2320735	MON1A	NM_032355.2	NS	NS	0.0055555
1190273	CDC14A	NM_003672.2	NS	NS	0.0056578
5860239	ARHGEF1	NM_199002.1	NS	NS	0.0056999
520086	PTPN9	NM_002833.2	NS	NS	0.0057605
70661	TARBP2	NM_134323.1	NS	NS	0.0057904
2360544	PSMD11	NM_002815.2	NS	NS	0.0058688
4490292	MAP2K1	NM_002755.2	NS	NS	0.0059595
780544	FLT3LG	NM_001459.2	NS	NS	0.0059871
2030437	C9orf114	NM_016390.2	NS	NS	0.0060424
4010161	PRPF31	NM_015629.2	NS	NS	0.0061104
7560470	CHD6	NM_032221.3	NS	NS	0.006143
5270072	ARHGEF19	NM_153213.2	NS	NS	0.0061571
5220026	IFNAR2	NM_207585.1	NS	NS	0.0061903
4780537	C1orf83	NM_153035.1	NS	NS	0.0062381
3440129	DERL3	NM_198440.2	NS	NS	0.0062491
6350494	UBE2U	NM_152489.1	NS	NS	0.0063104
5870482	RSPO3	NM_032784.3	NS	NS	0.0063899
5960021	MKLN1	NM_013255.3	NS	NS	0.006398
6770746	FXR1	NM_001013438.1	NS	NS	0.0064205
4670626	SLC25A19	NM_021734.3	NS	NS	0.0066165
6510653	CD320	NM_016579.2	NS	NS	0.006742
20475	C18orf25	NM_001008239.1	NS	NS	0.0067976
4070719	EI24	NM_004879.3	NS	NS	0.0070335
2640309	FBXO33	NM_203301.1	NS	NS	0.0070347
5670041	KCNAB1	NM_003471.2	NS	NS	0.0072432
6770397	SFXN4	NM_178867.3	NS	NS	0.0072787
2320301	ITGB1	NM_002211.2	NS	NS	0.0073018
3290224	WDR68	NM_001003725.1	NS	NS	0.0073552
1500112	DHX9	NM_001357.2	NS	NS	0.0073673
6250327	CYP27B1	NM_000785.3	NS	NS	0.0073867
1440056	UBE2D2	NM_003339.2	NS	NS	0.007398
4010348	PPP2R5C	NM_002719.2	NS	NS	0.0074745
6980315	FAM86A	NM_201400.1	NS	NS	0.0074763
1660408	SLC31A1	NM_001859.2	NS	NS	0.0075339
6290402	SEMA5B	NM_001031702.1	NS	NS	0.0076468
4730224	TIMM8A	NM_004085.2	NS	NS	0.0077313
4560136	SON	NM_032195.1	NS	NS	0.007813
3140193	KIAA0247	NM_014734.2	NS	NS	0.0078167
7380717	ZMYND19	NM_138462.2	NS	NS	0.0078184
7040438	PGF	NM_002632.4	NS	NS	0.007827
5690148	GJA12	NM_020435.2	NS	NS	0.0078386
3370767	KIF20A	NM_005733.1	NS	NS	0.0078974
730100	ZNF167	NM_018651.2	NS	NS	0.0080222
4120307	SULT1A3	NM_177552.2	NS	NS	0.0080938
5270209	GRM2	NM_000839.2	NS	NS	0.008111
6280221	C21orf81	NM_153750.1	NS	NS	0.0081325
460142	DREV1	NM_016025.2	NS	NS	0.0083119
5820246	VMAC	NM_001017921.1	NS	NS	0.0083853
4230167	SCO2	NM_005138.1	NS	NS	0.0083876
1430010	TRIM37	NM_015294.2	NS	NS	0.0084233
6840246	GTPBP3	NM_133644.1	NS	NS	0.0085476
4760672	OR4S1	NM_001004725.1	NS	NS	0.0087366
7380678	BOK	NM_032515.3	NS	NS	0.008787
1500181	MGC3731	NM_024313.1	NS	NS	0.008791
4900435	SSBP3	NM_145716.2	NS	NS	0.0088509
780066	CNP	NM_033133.3	NS	NS	0.0088981
2490437	FLJ31951	NM_144726.1	NS	NS	0.0090196
3190400	CEBPB	NM_005194.2	NS	NS	0.0091133
510154	RYR3	NM_001036.2	NS	NS	0.0091821
1400605	SMARCD3	NM_003078.3	NS	NS	0.0091957
4060202	MAPRE2	NM_014268.1	NS	NS	0.0092723
7000187	BPIL3	NM_174897.1	NS	NS	0.0093472
450132	BOP1	NM_015201.3	NS	NS	0.0093503
5550093	MAP6	NM_033063.1	NS	NS	0.0094259
6520301	NSD1	NM_022455.3	NS	NS	0.0094377
5890575	MGC2747	NM_024104.2	NS	NS	0.0094841
2120348	RPL28	NM_000991.3	NS	NS	0.0095453
1820608	DCUN1D2	NM_001014283.1	NS	NS	0.0095485
4830338	SLC30A5	NM_024055.2	NS	NS	0.0095885
5080692	C14orf159	NM_024952.4	NS	NS	0.0096045
60121	LOC399900	NM_001013667.1	NS	NS	0.0096115
5720743	PARP10	NM_032789.1	NS	NS	0.0096764
6220086	OR8B8	NM_012378.1	NS	NS	0.0097146
730202	CDO1	NM_001801.2	NS	NS	0.0097297
3890221	SLC35B2	NM_178148.1	NS	NS	0.0097815
4880010	TRUB2	NM_015679.1	NS	NS	0.0098076
3850504	NAGPA	NM_016256.2	NS	NS	0.0098933
5260543	CTAG1A	NM_139250.1	NS	NS	0.0099443
5570239	MIXL1	NM_031944.1	NS	NS	0.0099475
4150044	MFHAS1	NM_004225.1	NS	NS	0.0099498
6270750	TAF5L	NM_001025247.1	NS	NS	0.0101279
